Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Niger,2204,Dosso,2000-12-11,0.472, 2000,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2000-12-21,0.429, 2000,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-01-01,0.532, 2001,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-01-11,0.58, 2001,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-01-21,0.596, 2001,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-02-01,0.639, 2001,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-02-11,0.653, 2001,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-02-21,0.682, 2001,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-03-01,0.662, 2001,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-03-11,0.577, 2001,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-03-21,0.488, 2001,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-04-01,0.487, 2001,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-04-11,0.494, 2001,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-04-21,0.476, 2001,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-05-01,0.449, 2001,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-05-11,0.378, 2001,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-05-21,0.36, 2001,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-06-01,0.309, 2001,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-06-11,0.353, 2001,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-06-21,0.369, 2001,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-07-01,0.361, 2001,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-07-11,0.384, 2001,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-07-21,0.417, 2001,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-08-01,0.457, 2001,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-08-11,0.488, 2001,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-08-21,0.586, 2001,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-09-01,0.659, 2001,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-09-11,0.671, 2001,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-09-21,0.616, 2001,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-10-01,0.544, 2001,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-10-11,0.483, 2001,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-10-21,0.495, 2001,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-11-01,0.513, 2001,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-11-11,0.532, 2001,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-11-21,0.497, 2001,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-12-01,0.491, 2001,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-12-11,0.475, 2001,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2001-12-21,0.507, 2001,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-01-01,0.583, 2002,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-01-11,0.656, 2002,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-01-21,0.661, 2002,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-02-01,0.638, 2002,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-02-11,0.633, 2002,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-02-21,0.623, 2002,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-03-01,0.479, 2002,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-03-11,0.458, 2002,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-03-21,0.478, 2002,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-04-01,0.531, 2002,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-04-11,0.617, 2002,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-04-21,0.488, 2002,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-05-01,0.425, 2002,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-05-11,0.371, 2002,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-05-21,0.384, 2002,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-06-01,0.363, 2002,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-06-11,0.391, 2002,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-06-21,0.349, 2002,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-07-01,0.339, 2002,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-07-11,0.314, 2002,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-07-21,0.367, 2002,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-08-01,0.399, 2002,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-08-11,0.402, 2002,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-08-21,0.401, 2002,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-09-01,0.535, 2002,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-09-11,0.701, 2002,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-09-21,0.797, 2002,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-10-01,0.78, 2002,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-10-11,0.705, 2002,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-10-21,0.642, 2002,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-11-01,0.615, 2002,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-11-11,0.595, 2002,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-11-21,0.583, 2002,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-12-01,0.587, 2002,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-12-11,0.608, 2002,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2002-12-21,0.633, 2002,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-01-01,0.628, 2003,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-01-11,0.656, 2003,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-01-21,0.627, 2003,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-02-01,0.63, 2003,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-02-11,0.574, 2003,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-02-21,0.628, 2003,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-03-01,0.587, 2003,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-03-11,0.639, 2003,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-03-21,0.682, 2003,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-04-01,0.677, 2003,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-04-11,0.653, 2003,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-04-21,0.578, 2003,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-05-01,0.537, 2003,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-05-11,0.566, 2003,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-05-21,0.578, 2003,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-06-01,0.558, 2003,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-06-11,0.59, 2003,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-06-21,0.572, 2003,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-07-01,0.52, 2003,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-07-11,0.442, 2003,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-07-21,0.368, 2003,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-08-01,0.449, 2003,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-08-11,0.5, 2003,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-08-21,0.584, 2003,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-09-01,0.612, 2003,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-09-11,0.583, 2003,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-09-21,0.54, 2003,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-10-01,0.503, 2003,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-10-11,0.496, 2003,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-10-21,0.536, 2003,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-11-01,0.533, 2003,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-11-11,0.512, 2003,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-11-21,0.539, 2003,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-12-01,0.503, 2003,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-12-11,0.527, 2003,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2003-12-21,0.524, 2003,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-01-01,0.608, 2004,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-01-11,0.649, 2004,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-01-21,0.73, 2004,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-02-01,0.62, 2004,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-02-11,0.593, 2004,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-02-21,0.589, 2004,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-03-01,0.542, 2004,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-03-11,0.524, 2004,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-03-21,0.509, 2004,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-04-01,0.578, 2004,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-04-11,0.659, 2004,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-04-21,0.59, 2004,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-05-01,0.623, 2004,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-05-11,0.64, 2004,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-05-21,0.653, 2004,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-06-01,0.575, 2004,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-06-11,0.555, 2004,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-06-21,0.525, 2004,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-07-01,0.488, 2004,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-07-11,0.415, 2004,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-07-21,0.417, 2004,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-08-01,0.473, 2004,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-08-11,0.52, 2004,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-08-21,0.531, 2004,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-09-01,0.513, 2004,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-09-11,0.48, 2004,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-09-21,0.499, 2004,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-10-01,0.538, 2004,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-10-11,0.533, 2004,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-10-21,0.496, 2004,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-11-01,0.486, 2004,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-11-11,0.492, 2004,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-11-21,0.518, 2004,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-12-01,0.525, 2004,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-12-11,0.501, 2004,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2004-12-21,0.518, 2004,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-01-01,0.549, 2005,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-01-11,0.525, 2005,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-01-21,0.405, 2005,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-02-01,0.391, 2005,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-02-11,0.336, 2005,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-02-21,0.384, 2005,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-03-01,0.373, 2005,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-03-11,0.457, 2005,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-03-21,0.565, 2005,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-04-01,0.54, 2005,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-04-11,0.542, 2005,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-04-21,0.462, 2005,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-05-01,0.52, 2005,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-05-11,0.507, 2005,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-05-21,0.563, 2005,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-06-01,0.59, 2005,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-06-11,0.645, 2005,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-06-21,0.684, 2005,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-07-01,0.641, 2005,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-07-11,0.579, 2005,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-07-21,0.497, 2005,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-08-01,0.548, 2005,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-08-11,0.557, 2005,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-08-21,0.533, 2005,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-09-01,0.461, 2005,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-09-11,0.496, 2005,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-09-21,0.546, 2005,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-10-01,0.563, 2005,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-10-11,0.528, 2005,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-10-21,0.514, 2005,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-11-01,0.513, 2005,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-11-11,0.437, 2005,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-11-21,0.389, 2005,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-12-01,0.434, 2005,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-12-11,0.433, 2005,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2005-12-21,0.445, 2005,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-01-01,0.465, 2006,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-01-11,0.508, 2006,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-01-21,0.495, 2006,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-02-01,0.445, 2006,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-02-11,0.415, 2006,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-02-21,0.437, 2006,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-03-01,0.392, 2006,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-03-11,0.453, 2006,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-03-21,0.485, 2006,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-04-01,0.585, 2006,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-04-11,0.491, 2006,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-04-21,0.406, 2006,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-05-01,0.403, 2006,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-05-11,0.381, 2006,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-05-21,0.472, 2006,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-06-01,0.408, 2006,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-06-11,0.362, 2006,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-06-21,0.291, 2006,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-07-01,0.264, 2006,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-07-11,0.308, 2006,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-07-21,0.383, 2006,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-08-01,0.471, 2006,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-08-11,0.558, 2006,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-08-21,0.625, 2006,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-09-01,0.718, 2006,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-09-11,0.78, 2006,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-09-21,0.78, 2006,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-10-01,0.74, 2006,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-10-11,0.662, 2006,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-10-21,0.636, 2006,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-11-01,0.664, 2006,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-11-11,0.688, 2006,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-11-21,0.652, 2006,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-12-01,0.602, 2006,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-12-11,0.578, 2006,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2006-12-21,0.603, 2006,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-01-01,0.637, 2007,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-01-11,0.625, 2007,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-01-21,0.587, 2007,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-02-01,0.587, 2007,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-02-11,0.601, 2007,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-02-21,0.635, 2007,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-03-01,0.504, 2007,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-03-11,0.28, 2007,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-03-21,0.267, 2007,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-04-01,0.29, 2007,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-04-11,0.383, 2007,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-04-21,0.415, 2007,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-05-01,0.381, 2007,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-05-11,0.578, 2007,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-05-21,0.295, 2007,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-06-01,0.293, 2007,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-06-11,0.326, 2007,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-06-21,0.311, 2007,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-07-01,0.327, 2007,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-07-11,0.298, 2007,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-07-21,0.336, 2007,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-08-01,0.334, 2007,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-08-11,0.526, 2007,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-08-21,0.529, 2007,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-09-01,0.519, 2007,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-09-11,0.476, 2007,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-09-21,0.355, 2007,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-10-01,0.343, 2007,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-10-11,0.378, 2007,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-10-21,0.468, 2007,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2204,Dosso,2007-11-01,0.52, 2007,11,1, ,FAO-ASIS
