Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Mali,1926,Bamako,2000-11-11,0.524, 2000,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2000-11-21,0.536, 2000,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2000-12-01,0.609, 2000,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2000-12-11,0.583, 2000,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2000-12-21,0.432, 2000,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-01-01,0.406, 2001,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-01-11,0.562, 2001,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-01-21,0.542, 2001,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-02-01,0.6, 2001,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-02-11,0.573, 2001,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-02-21,0.511, 2001,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-03-01,0.513, 2001,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-03-11,0.542, 2001,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-03-21,0.552, 2001,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-04-01,0.505, 2001,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-04-11,0.367, 2001,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-04-21,0.373, 2001,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-05-01,0.303, 2001,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-05-11,0.318, 2001,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-05-21,0.27, 2001,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-06-01,0.262, 2001,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-06-11,0.353, 2001,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-06-21,0.391, 2001,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-07-01,0.343, 2001,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-07-11,0.353, 2001,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-07-21,0.411, 2001,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-08-01,0.528, 2001,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-08-11,0.552, 2001,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-08-21,0.546, 2001,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-09-01,0.559, 2001,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-09-11,0.583, 2001,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-09-21,0.603, 2001,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-10-01,0.716, 2001,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-10-11,0.694, 2001,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-10-21,0.634, 2001,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-11-01,0.542, 2001,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-11-11,0.472, 2001,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-11-21,0.372, 2001,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-12-01,0.413, 2001,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-12-11,0.425, 2001,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2001-12-21,0.433, 2001,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-01-01,0.493, 2002,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-01-11,0.637, 2002,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-01-21,0.663, 2002,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-02-01,0.637, 2002,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-02-11,0.604, 2002,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-02-21,0.548, 2002,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-03-01,0.613, 2002,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-03-11,0.576, 2002,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-03-21,0.549, 2002,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-04-01,0.536, 2002,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-04-11,0.493, 2002,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-04-21,0.465, 2002,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-05-01,0.38, 2002,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-05-11,0.313, 2002,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-05-21,0.216, 2002,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-06-01,0.283, 2002,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-06-11,0.31, 2002,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-06-21,0.315, 2002,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-07-01,0.175, 2002,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-07-11,0.355, 2002,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-07-21,0.446, 2002,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-08-01,0.445, 2002,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-08-11,0.525, 2002,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-08-21,0.522, 2002,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-09-01,0.468, 2002,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-09-11,0.412, 2002,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-09-21,0.381, 2002,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-10-01,0.474, 2002,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-10-11,0.619, 2002,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-10-21,0.699, 2002,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-11-01,0.663, 2002,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-11-11,0.482, 2002,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-11-21,0.311, 2002,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-12-01,0.383, 2002,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-12-11,0.463, 2002,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2002-12-21,0.506, 2002,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-01-01,0.484, 2003,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-01-11,0.519, 2003,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-01-21,0.609, 2003,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-02-01,0.588, 2003,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-02-11,0.565, 2003,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-02-21,0.568, 2003,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-03-01,0.598, 2003,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-03-11,0.545, 2003,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-03-21,0.411, 2003,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-04-01,0.391, 2003,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-04-11,0.289, 2003,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-04-21,0.415, 2003,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-05-01,0.452, 2003,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-05-11,0.5, 2003,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-05-21,0.51, 2003,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-06-01,0.628, 2003,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-06-11,0.667, 2003,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-06-21,0.655, 2003,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-07-01,0.607, 2003,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-07-11,0.58, 2003,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-07-21,0.655, 2003,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-08-01,0.604, 2003,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-08-11,0.531, 2003,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-08-21,0.424, 2003,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-09-01,0.423, 2003,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-09-11,0.505, 2003,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-09-21,0.604, 2003,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-10-01,0.691, 2003,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-10-11,0.715, 2003,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-10-21,0.733, 2003,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-11-01,0.676, 2003,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-11-11,0.61, 2003,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-11-21,0.497, 2003,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-12-01,0.526, 2003,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-12-11,0.633, 2003,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2003-12-21,0.657, 2003,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-01-01,0.615, 2004,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-01-11,0.606, 2004,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-01-21,0.615, 2004,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-02-01,0.535, 2004,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-02-11,0.517, 2004,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-02-21,0.508, 2004,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-03-01,0.602, 2004,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-03-11,0.61, 2004,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-03-21,0.543, 2004,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-04-01,0.476, 2004,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-04-11,0.464, 2004,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-04-21,0.632, 2004,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-05-01,0.589, 2004,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-05-11,0.547, 2004,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-05-21,0.43, 2004,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-06-01,0.537, 2004,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-06-11,0.639, 2004,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-06-21,0.66, 2004,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-07-01,0.604, 2004,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-07-11,0.439, 2004,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-07-21,0.519, 2004,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-08-01,0.436, 2004,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-08-11,0.471, 2004,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-08-21,0.445, 2004,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-09-01,0.418, 2004,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-09-11,0.379, 2004,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-09-21,0.29, 2004,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-10-01,0.34, 2004,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-10-11,0.389, 2004,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-10-21,0.452, 2004,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-11-01,0.464, 2004,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-11-11,0.398, 2004,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-11-21,0.312, 2004,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-12-01,0.377, 2004,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-12-11,0.415, 2004,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2004-12-21,0.426, 2004,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-01-01,0.444, 2005,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-01-11,0.522, 2005,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-01-21,0.49, 2005,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-02-01,0.414, 2005,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-02-11,0.425, 2005,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-02-21,0.418, 2005,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-03-01,0.489, 2005,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-03-11,0.627, 2005,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-03-21,0.549, 2005,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-04-01,0.486, 2005,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-04-11,0.323, 2005,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-04-21,0.334, 2005,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-05-01,0.343, 2005,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-05-11,0.412, 2005,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-05-21,0.427, 2005,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-06-01,0.497, 2005,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-06-11,0.512, 2005,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-06-21,0.488, 2005,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-07-01,0.464, 2005,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-07-11,0.491, 2005,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-07-21,0.55, 2005,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-08-01,0.631, 2005,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-08-11,0.711, 2005,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-08-21,0.583, 2005,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-09-01,0.44, 2005,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-09-11,0.421, 2005,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-09-21,0.396, 2005,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-10-01,0.484, 2005,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-10-11,0.511, 2005,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-10-21,0.542, 2005,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-11-01,0.474, 2005,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-11-11,0.408, 2005,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-11-21,0.33, 2005,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-12-01,0.319, 2005,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-12-11,0.405, 2005,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2005-12-21,0.404, 2005,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-01-01,0.405, 2006,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-01-11,0.521, 2006,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-01-21,0.562, 2006,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-02-01,0.62, 2006,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-02-11,0.578, 2006,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-02-21,0.519, 2006,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-03-01,0.504, 2006,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-03-11,0.418, 2006,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-03-21,0.4, 2006,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-04-01,0.487, 2006,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-04-11,0.463, 2006,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-04-21,0.539, 2006,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-05-01,0.553, 2006,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-05-11,0.637, 2006,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-05-21,0.664, 2006,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-06-01,0.745, 2006,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-06-11,0.68, 2006,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-06-21,0.548, 2006,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-07-01,0.344, 2006,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-07-11,0.255, 2006,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-07-21,0.278, 2006,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-08-01,0.199, 2006,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-08-11,0.21, 2006,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-08-21,0.365, 2006,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-09-01,0.389, 2006,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-09-11,0.406, 2006,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-09-21,0.509, 2006,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-10-01,0.565, 2006,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-10-11,0.524, 2006,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-10-21,0.536, 2006,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-11-01,0.462, 2006,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-11-11,0.423, 2006,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-11-21,0.369, 2006,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-12-01,0.403, 2006,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-12-11,0.44, 2006,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2006-12-21,0.42, 2006,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-01-01,0.44, 2007,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-01-11,0.41, 2007,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-01-21,0.433, 2007,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-02-01,0.519, 2007,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-02-11,0.588, 2007,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-02-21,0.59, 2007,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-03-01,0.605, 2007,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-03-11,0.498, 2007,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-03-21,0.42, 2007,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-04-01,0.337, 2007,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-04-11,0.163, 2007,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-04-21,0.184, 2007,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-05-01,0.233, 2007,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-05-11,0.38, 2007,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-05-21,0.181, 2007,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-06-01,0.251, 2007,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-06-11,0.307, 2007,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-06-21,0.305, 2007,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-07-01,0.178, 2007,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-07-11,0.188, 2007,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-07-21,0.275, 2007,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-08-01,0.319, 2007,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-08-11,0.547, 2007,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-08-21,0.448, 2007,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-09-01,0.346, 2007,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-09-11,0.268, 2007,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-09-21,0.269, 2007,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Mali,1926,Bamako,2007-10-01,0.355, 2007,10,1, ,FAO-ASIS
